"","gene_id","sample_1","sample_2","status","value_1","value_2","log2_fold_change","test_stat","p_value","q_value","significant"
"200778","Sobic.009G168900.v3.2","seed_wt","seed_plasma","OK",2.24821,10.5275,2.22731,3.02098,5e-05,0.000142862,"yes"
"200779","Sobic.009G169000.v3.2","seed_wt","seed_plasma","OK",214.631,742.183,1.78991,3.71845,5e-05,0.000142862,"yes"
"200798","Sobic.009G170700.v3.2","seed_wt","seed_plasma","OK",4.26177,12.4169,1.54278,3.558,5e-05,0.000142862,"yes"
"200799","Sobic.009G170800.v3.2","seed_wt","seed_plasma","OK",4.62548,11.2725,1.28513,2.60205,5e-05,0.000142862,"yes"
"200801","Sobic.009G171000.v3.2","seed_wt","seed_plasma","OK",6.97121,15.6382,1.16559,3.22687,5e-05,0.000142862,"yes"
"200805","Sobic.009G171400.v3.2","seed_wt","seed_plasma","OK",93.2056,192.978,1.04995,2.70922,5e-05,0.000142862,"yes"
"200808","Sobic.009G171700.v3.2","seed_wt","seed_plasma","OK",8.65966,20.484,1.24212,3.3352,5e-05,0.000142862,"yes"
"200814","Sobic.009G172200.v3.2","seed_wt","seed_plasma","OK",5.15593,10.493,1.02513,2.58384,5e-05,0.000142862,"yes"
"200816","Sobic.009G172400.v3.2","seed_wt","seed_plasma","OK",10.6668,31.2218,1.54943,4.06815,5e-05,0.000142862,"yes"
"200837","Sobic.009G174500.v3.2","seed_wt","seed_plasma","OK",0.145477,0.762974,2.39084,3.31212,5e-05,0.000142862,"yes"
"200859","Sobic.009G176400.v3.2","seed_wt","seed_plasma","OK",0.314076,0.675903,1.1057,1.35921,0.02365,0.0437439,"yes"
"200874","Sobic.009G177800.v3.2","seed_wt","seed_plasma","OK",14.7502,32.8248,1.15405,2.56112,5e-05,0.000142862,"yes"
"200875","Sobic.009G177901.v3.2","seed_wt","seed_plasma","OK",2.03412,4.37242,1.10402,1.98153,6e-04,0.0014856,"yes"
"200887","Sobic.009G178850.v3.2","seed_wt","seed_plasma","OK",0.590067,1.86138,1.65742,1.66796,0.0267,0.0488987,"yes"
"200902","Sobic.009G180200.v3.2","seed_wt","seed_plasma","OK",13.2125,59.9992,2.18304,5.85066,5e-05,0.000142862,"yes"
"200915","Sobic.009G181400.v3.2","seed_wt","seed_plasma","OK",1.7151,6.0224,1.81204,2.7466,5e-05,0.000142862,"yes"
"200919","Sobic.009G181800.v3.2","seed_wt","seed_plasma","OK",40.9291,130.175,1.66926,4.61848,5e-05,0.000142862,"yes"
"200921","Sobic.009G182000.v3.2","seed_wt","seed_plasma","OK",38.3675,90.484,1.23778,2.47216,5e-05,0.000142862,"yes"
"200925","Sobic.009G182400.v3.2","seed_wt","seed_plasma","OK",3.78871,8.7574,1.2088,2.03849,0.00105,0.00249768,"yes"
"200931","Sobic.009G183000.v3.2","seed_wt","seed_plasma","OK",11.8267,32.8556,1.4741,4.05666,5e-05,0.000142862,"yes"
"200932","Sobic.009G183101.v3.2","seed_wt","seed_plasma","OK",5.23575,13.5187,1.36849,2.08218,0.00105,0.00249768,"yes"
"200946","Sobic.009G184400.v3.2","seed_wt","seed_plasma","OK",17.3563,40.5594,1.22458,3.14467,5e-05,0.000142862,"yes"
"200947","Sobic.009G184450.v3.2","seed_wt","seed_plasma","OK",0.893837,2.0282,1.18212,1.4235,0.01875,0.0353299,"yes"
"200950","Sobic.009G184700.v3.2","seed_wt","seed_plasma","OK",11.8857,25.2786,1.08869,2.94854,5e-05,0.000142862,"yes"
"200958","Sobic.009G185501.v3.2","seed_wt","seed_plasma","OK",4.23307,9.32674,1.13967,1.27448,0.04245,0.0744298,"no"
"200996","Sobic.009G189400.v3.2","seed_wt","seed_plasma","OK",75.6628,159.502,1.07592,3.00914,5e-05,0.000142862,"yes"
"201019","Sobic.009G191700.v3.2","seed_wt","seed_plasma","OK",22.2263,49.4583,1.15395,3.17428,5e-05,0.000142862,"yes"
"201021","Sobic.009G191801.v3.2","seed_wt","seed_plasma","OK",31.5714,77.6237,1.29788,2.91411,5e-05,0.000142862,"yes"
"201047","Sobic.009G194500.v3.2","seed_wt","seed_plasma","OK",1.75671,4.39904,1.32431,2.51236,5e-05,0.000142862,"yes"
"201060","Sobic.009G195800.v3.2","seed_wt","seed_plasma","OK",3.64585,8.20061,1.16948,2.31035,0.00025,0.000655221,"yes"
"201093","Sobic.009G198900.v3.2","seed_wt","seed_plasma","OK",8.63304,17.409,1.01189,2.75979,5e-05,0.000142862,"yes"
"201097","Sobic.009G199300.v3.2","seed_wt","seed_plasma","OK",0.320455,1.21123,1.91828,1.96335,0.00335,0.00727206,"yes"
"201098","Sobic.009G199401.v3.2","seed_wt","seed_plasma","OK",0.35394,1.11434,1.65462,1.92804,0.0027,0.00595881,"yes"
"201112","Sobic.009G200632.v3.2","seed_wt","seed_plasma","OK",0.396446,1.20409,1.60275,1.25674,0.04285,0.0750841,"no"
"201122","Sobic.009G201500.v3.2","seed_wt","seed_plasma","OK",45.8653,102.95,1.16647,3.07338,5e-05,0.000142862,"yes"
"201130","Sobic.009G202400.v3.2","seed_wt","seed_plasma","OK",0.158011,0.689473,2.12546,1.62497,0.04245,0.0744298,"no"
"201141","Sobic.009G203600.v3.2","seed_wt","seed_plasma","OK",3.42821,12.4275,1.85801,2.32619,7e-04,0.00171547,"yes"
"201148","Sobic.009G204100.v3.2","seed_wt","seed_plasma","OK",7.61033,23.0633,1.59957,3.706,5e-05,0.000142862,"yes"
"201150","Sobic.009G204300.v3.2","seed_wt","seed_plasma","OK",1.38943,3.06216,1.14006,2.48634,5e-05,0.000142862,"yes"
"201153","Sobic.009G204601.v3.2","seed_wt","seed_plasma","OK",161.559,543.801,1.75102,3.76397,5e-05,0.000142862,"yes"
"201158","Sobic.009G205100.v3.2","seed_wt","seed_plasma","OK",111.998,291.849,1.38175,3.6794,5e-05,0.000142862,"yes"
"201164","Sobic.009G205700.v3.2","seed_wt","seed_plasma","OK",7.29404,17.6266,1.27296,3.29998,5e-05,0.000142862,"yes"
"201202","Sobic.009G209200.v3.2","seed_wt","seed_plasma","OK",3.85742,7.93319,1.04026,2.41386,5e-05,0.000142862,"yes"
"201204","Sobic.009G209400.v3.2","seed_wt","seed_plasma","OK",18.486,47.4281,1.35931,3.46245,5e-05,0.000142862,"yes"
"201240","Sobic.009G213000.v3.2","seed_wt","seed_plasma","OK",7.72128,19.2392,1.31714,3.31365,5e-05,0.000142862,"yes"
"201266","Sobic.009G215350.v3.2","seed_wt","seed_plasma","OK",5.00697,14.1667,1.50049,2.04824,0.0072,0.0146895,"yes"
"201267","Sobic.009G215400.v3.2","seed_wt","seed_plasma","OK",7.70589,17.5579,1.18809,1.36912,0.03735,0.0662773,"no"
"201270","Sobic.009G215700.v3.2","seed_wt","seed_plasma","OK",604.173,3937.66,2.7043,4.99943,5e-05,0.000142862,"yes"
"201290","Sobic.009G217500.v3.2","seed_wt","seed_plasma","OK",0.164239,1.24107,2.91771,2.79373,0.00185,0.00422129,"yes"
"201291","Sobic.009G217600.v3.2","seed_wt","seed_plasma","OK",0.966844,4.42951,2.19579,3.19107,5e-05,0.000142862,"yes"
"201326","Sobic.009G221200.v3.2","seed_wt","seed_plasma","OK",1.9601,5.16981,1.39918,3.39537,5e-05,0.000142862,"yes"
