"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Sobic.004G195300.v3.2",53.9201016443442,2.01376711006622,0.559980134083591,3.59614026908607,0.000322973691545416,0.0015238899530664
"Sobic.004G195900.v3.2",2416.49314144502,1.49978327875338,0.431581765923274,3.47508490203457,0.000510691689989404,0.00226884498836467
"Sobic.004G196000.v3.2",55.2846372814791,2.2622061305917,0.639861684975898,3.5354611531036,0.000407064091553073,0.00186347544107751
"Sobic.004G196700.v3.2",1530.23311846852,1.07349953208332,0.131739098449067,8.14867829460938,3.67923288981274e-16,2.12594688951397e-14
"Sobic.004G196800.v3.2",385.34845860763,1.37935746714182,0.342310215642147,4.02955390786177,5.58827998231795e-05,0.000329673372541776
"Sobic.004G199300.v3.2",904.174556179426,1.01296362322434,0.301335382643609,3.36158208285276,0.000774973189952374,0.00326170289638944
"Sobic.004G201600.v3.2",33.9388611914321,1.62781136840489,0.285963361324935,5.69237737611861,1.25282570486502e-08,1.82099769291847e-07
"Sobic.004G202400.v3.2",211.544551494698,1.34550891081086,0.312175867355856,4.31009905476483,1.63181436546323e-05,0.000112740624218353
"Sobic.004G203700.v3.2",73.9351533707774,1.00133037798335,0.311200306828751,3.21763943033118,0.00129250188598485,0.00506842294754929
"Sobic.004G205100.v3.2",33862.9110095838,1.68548308847292,0.360158601965471,4.67983571480686,2.87104880811584e-06,2.4247092875264e-05
"Sobic.004G205900.v3.2",190.511245330227,1.33126092307609,0.453674649463403,2.93439566140775,0.00334197893090151,0.0115037660080206
"Sobic.004G206000.v3.2",6.62223737478447,2.10162548174822,0.805507379559396,2.60907042577038,0.00907885554919587,0.0269891184401407
"Sobic.004G209100.v3.2",16.7047415980412,1.85232752924851,0.487789977510079,3.7973874303521,0.000146229146797477,0.000763288479109812
"Sobic.004G211501.v3.2",1303.34239074264,1.09197850616477,0.145724040371346,7.49346849965254,6.70769376016788e-14,2.69649289158749e-12
"Sobic.004G213000.v3.2",3157.87413647175,1.03669112873791,0.167723927667172,6.18093758688444,6.37220073730548e-10,1.23324435177288e-08
"Sobic.004G213100.v3.2",286.724056807515,1.2800609425795,0.244123659187699,5.24349400151871,1.57563933916929e-07,1.79945174530129e-06
"Sobic.004G214100.v3.2",1868.94933304132,1.26724613760175,0.24487159312168,5.17514555872569,2.2773336748119e-07,2.51705300900263e-06
"Sobic.004G214300.v3.2",132.698298783595,1.44176745454386,0.223479635884932,6.45144891540014,1.10785795117191e-10,2.48605444545276e-09
"Sobic.004G216500.v3.2",373.139487062653,1.27731194337058,0.170982150190796,7.47044028832979,7.99269338585264e-14,3.18229770789832e-12
"Sobic.004G220300.v3.2",22841.2877377732,1.37155995555694,0.329751816696045,4.15937042985636,3.19125989066456e-05,0.000201666412134068
"Sobic.004G220400.v3.2",3696.77162480434,1.21765517157273,0.171805739858985,7.08739517417847,1.36659742817028e-12,4.36504558782199e-11
"Sobic.004G220900.v3.2",415.004293390357,1.08386106381301,0.226063364358584,4.79450116514137,1.6308011679523e-06,1.47180066921674e-05
"Sobic.004G221900.v3.2",31.9183167892957,6.15272507277408,1.05799291448849,5.81546907216175,6.04640922611242e-09,9.47360554692669e-08
"Sobic.004G225900.v3.2",195.589172709475,1.79010803974543,0.36800039285083,4.8644188281371,1.1479360489977e-06,1.0753302403061e-05
"Sobic.004G228850.v3.2",17.6152934488223,2.72859981794945,0.505785226969245,5.39477958717717,6.86077195590134e-08,8.58053879284727e-07
"Sobic.004G229300.v3.2",694.08605410552,1.73776708946112,0.369130165287785,4.70773524592959,2.50484134505963e-06,2.15028174038981e-05
"Sobic.004G229500.v3.2",85.2976072642969,1.62653652310054,0.571788856866243,2.84464536789851,0.00444608930731255,0.0146932417037904
"Sobic.004G230400.v3.2",50.1327709764576,1.88226574460482,0.437070645265395,4.30654807179256,1.65821906045428e-05,0.000114124226408756
"Sobic.004G230300.v3.2",738.729259305052,1.7538486921733,0.143608025761353,12.2127484371091,2.65757347936889e-34,9.97121569459207e-32
"Sobic.004G230600.v3.2",30.0777832846184,1.50140179715297,0.464826051357101,3.23002936855517,0.00123777502777871,0.00488444668092733
"Sobic.004G231850.v3.2",443.576544752075,1.79562661949803,0.364025268732056,4.93269773758402,8.11016080974626e-07,7.86060676230846e-06
"Sobic.004G232400.v3.2",27.0157699085033,1.77715346259041,0.471384681899626,3.77007045589323,0.000163201467912765,0.000838351461676742
"Sobic.004G233200.v3.2",2899.18572395488,1.16382970540868,0.399037487231685,2.91659240710122,0.00353877880378796,0.0120719160551089
"Sobic.004G234100.v3.2",800.530646745772,1.90246533557166,0.482922422687449,3.9394843689065,8.1656921849605e-05,0.000458707254080326
"Sobic.004G241100.v3.2",245.207781011069,1.22902005607435,0.319758553677745,3.8435877381187,0.000121248623405824,0.000648164183632197
"Sobic.004G243000.v3.2",81.1038676355579,1.11601529889197,0.336718311024798,3.31438850324294,0.000918438002243636,0.00377131845660819
"Sobic.004G243100.v3.2",93.7055496982009,1.98753722332754,0.501347839083107,3.96438773320029,7.35845669322286e-05,0.00041958859442207
"Sobic.004G244600.v3.2",239.128047146274,1.13949108644941,0.311140135565913,3.66230825340762,0.000249952832776,0.00121710896596585
"Sobic.004G245100.v3.2",89.6591741995632,4.52452050550086,0.443822701957211,10.1944323387429,2.09967545474624e-24,3.41531024835602e-22
"Sobic.004G245450.v3.2",1.69088480162574,5.81993844964311,2.00562525552518,2.90180752042791,0.00371016426445597,0.0125845473122467
"Sobic.004G247200.v3.2",3993.22341897228,1.20559809431976,0.17786231965389,6.7782658894013,1.21626861134476e-11,3.28135292328056e-10
"Sobic.004G250700.v3.2",1866.67552144922,1.48959738269245,0.286441572379689,5.20035332272904,1.98910039018574e-07,2.23047953188977e-06
