"","gene_id","sample_1","sample_2","status","value_1","value_2","log2_fold_change","test_stat","p_value","q_value","significant"
"148184","Sobic.003G145400.v3.2","WT_seed","plasma_seed","OK",89.6967,405.138,2.17529,5.92776,5e-05,0.00014463,"yes"
"148217","Sobic.003G148600.v3.2","WT_seed","plasma_seed","OK",79.6921,375.869,2.23772,5.91995,5e-05,0.00014463,"yes"
"148234","Sobic.003G150100.v3.2","WT_seed","plasma_seed","OK",6.56104,13.6619,1.05816,2.72699,5e-05,0.00014463,"yes"
"148236","Sobic.003G150400.v3.2","WT_seed","plasma_seed","OK",66.1533,364.14,2.46061,5.52863,5e-05,0.00014463,"yes"
"148246","Sobic.003G151400.v3.2","WT_seed","plasma_seed","OK",4.90567,10.0828,1.03937,2.44889,5e-05,0.00014463,"yes"
"148248","Sobic.003G151600.v3.2","WT_seed","plasma_seed","OK",237.147,499.146,1.07368,2.76296,5e-05,0.00014463,"yes"
"148266","Sobic.003G153300.v3.2","WT_seed","plasma_seed","OK",19.0035,40.616,1.09578,2.94576,5e-05,0.00014463,"yes"
"148299","Sobic.003G156700.v3.2","WT_seed","plasma_seed","OK",1.56502,4.11305,1.39402,2.12412,4e-04,0.00102824,"yes"
"148321","Sobic.003G158600.v3.2","WT_seed","plasma_seed","OK",1.04257,18.8956,4.17983,4.57351,0.00695,0.0143555,"yes"
"148330","Sobic.003G159500.v3.2","WT_seed","plasma_seed","OK",11.0543,22.2957,1.01216,2.77182,5e-05,0.00014463,"yes"
"148348","Sobic.003G161100.v3.2","WT_seed","plasma_seed","OK",0.523888,1.09541,1.06415,1.3044,0.02855,0.0524499,"no"
"148403","Sobic.003G166875.v3.2","WT_seed","plasma_seed","OK",1.4043,5.09903,1.86037,3.56085,5e-05,0.00014463,"yes"
"148474","Sobic.003G173032.v3.2","WT_seed","plasma_seed","OK",0,1.5789,Inf,NA,0.00145,0.00340034,"yes"
"148489","Sobic.003G174450.v3.2","WT_seed","plasma_seed","OK",1.89262,4.96179,1.39047,1.40403,0.024,0.044792,"yes"
"148569","Sobic.003G181600.v3.2","WT_seed","plasma_seed","OK",10.0539,26.1482,1.37895,3.78957,5e-05,0.00014463,"yes"
"148580","Sobic.003G182800.v3.2","WT_seed","plasma_seed","OK",4.62132,9.76582,1.07944,2.0519,0.00085,0.00207467,"yes"
"148589","Sobic.003G183600.v3.2","WT_seed","plasma_seed","OK",4.25793,11.508,1.43441,2.88996,5e-05,0.00014463,"yes"
"148605","Sobic.003G184765.v3.2","WT_seed","plasma_seed","OK",4.16784,10.0318,1.26721,2.26669,3e-04,0.000787139,"yes"
"148626","Sobic.003G186500.v3.2","WT_seed","plasma_seed","OK",59.604,147.665,1.30885,3.78266,5e-05,0.00014463,"yes"
"148640","Sobic.003G188000.v3.2","WT_seed","plasma_seed","OK",0.336111,0.791869,1.23632,1.7073,0.00595,0.0124574,"yes"
"148656","Sobic.003G189700.v3.2","WT_seed","plasma_seed","OK",60.4508,131.919,1.12582,3.23738,5e-05,0.00014463,"yes"
"148675","Sobic.003G191600.v3.2","WT_seed","plasma_seed","OK",2.02511,4.99939,1.30375,2.23181,3e-04,0.000787139,"yes"
"148696","Sobic.003G193800.v3.2","WT_seed","plasma_seed","OK",18.0666,38.4648,1.09021,2.97602,5e-05,0.00014463,"yes"
"148701","Sobic.003G194400.v3.2","WT_seed","plasma_seed","OK",1.45243,6.29807,2.11644,3.78213,5e-05,0.00014463,"yes"
"148727","Sobic.003G197300.v3.2","WT_seed","plasma_seed","OK",14.7001,61.0885,2.05507,5.68377,5e-05,0.00014463,"yes"
"148767","Sobic.003G200600.v3.2","WT_seed","plasma_seed","OK",27.1421,62.3152,1.19905,3.46407,5e-05,0.00014463,"yes"
"148789","Sobic.003G202500.v3.2","WT_seed","plasma_seed","OK",8.12653,19.784,1.28363,3.49266,5e-05,0.00014463,"yes"
"148806","Sobic.003G204000.v3.2","WT_seed","plasma_seed","OK",7.03759,15.0475,1.09637,2.02313,8e-04,0.00196123,"yes"
"148837","Sobic.003G207100.v3.2","WT_seed","plasma_seed","OK",0.751074,1.88768,1.32959,1.77705,0.0038,0.00825572,"yes"
"148863","Sobic.003G209800.v3.2","WT_seed","plasma_seed","OK",0,0.912349,Inf,NA,5e-05,0.00014463,"yes"
"148864","Sobic.003G209900.v3.2","WT_seed","plasma_seed","OK",0.830622,3.29774,1.98921,2.6826,2e-04,0.00053758,"yes"
"148865","Sobic.003G210000.v3.2","WT_seed","plasma_seed","OK",2.17938,11.0537,2.34254,4.46559,5e-05,0.00014463,"yes"
"148896","Sobic.003G213000.v3.2","WT_seed","plasma_seed","OK",1.74027,4.78836,1.46022,2.45411,0.00015,0.000410655,"yes"
"148905","Sobic.003G214000.v3.2","WT_seed","plasma_seed","OK",87.1873,329.964,1.92012,4.86543,5e-05,0.00014463,"yes"
"148912","Sobic.003G214650.v3.2","WT_seed","plasma_seed","OK",0.273849,0.623721,1.18752,1.28614,0.03505,0.0632497,"no"
"148925","Sobic.003G215800.v3.2","WT_seed","plasma_seed","OK",0.237052,1.00328,2.08144,3.23407,5e-05,0.00014463,"yes"
"148928","Sobic.003G216100.v3.2","WT_seed","plasma_seed","OK",0.663031,1.36026,1.03674,1.21213,0.0421,0.0747546,"no"
"148948","Sobic.003G217900.v3.2","WT_seed","plasma_seed","OK",12.7161,25.5385,1.00602,2.85448,5e-05,0.00014463,"yes"
"149001","Sobic.003G222800.v3.2","WT_seed","plasma_seed","OK",1.06065,2.90832,1.45523,2.44537,1e-04,0.000279923,"yes"
"149031","Sobic.003G225900.v3.2","WT_seed","plasma_seed","OK",24.3498,50.9509,1.0652,2.75374,5e-05,0.00014463,"yes"
"149038","Sobic.003G226600.v3.2","WT_seed","plasma_seed","OK",0.388043,0.839439,1.11321,1.39575,0.01815,0.0346843,"yes"
"149046","Sobic.003G227300.v3.2","WT_seed","plasma_seed","OK",0.415263,0.834857,1.0075,1.78725,0.00335,0.0073494,"yes"
"149053","Sobic.003G228000.v3.2","WT_seed","plasma_seed","OK",21.7685,48.8338,1.16564,3.23449,5e-05,0.00014463,"yes"
"149069","Sobic.003G229600.v3.2","WT_seed","plasma_seed","OK",60.7308,300.855,2.30857,5.79286,5e-05,0.00014463,"yes"
"149079","Sobic.003G230500.v3.2","WT_seed","plasma_seed","OK",16.1836,34.4573,1.09028,2.98811,5e-05,0.00014463,"yes"
"149093","Sobic.003G231900.v3.2","WT_seed","plasma_seed","OK",3.24776,6.90465,1.08812,2.35292,5e-05,0.00014463,"yes"
