"","gene_id","sample_1","sample_2","status","value_1","value_2","log2_fold_change","test_stat","p_value","q_value","significant"
"29733","Sobic.009G130100.v3.2","seed_wt","seed_plasma","OK",6.47324,1.57097,-2.04284,-2.21983,0.00115,0.00386197,"yes"
"29735","Sobic.009G130300.v3.2","seed_wt","seed_plasma","OK",5.6396,1.92626,-1.54979,-1.41383,0.01485,0.0357643,"yes"
"29761","Sobic.009G132900.v3.2","seed_wt","seed_plasma","OK",35.7107,1.99837,-4.15946,-6.4957,5e-05,0.000226883,"yes"
"29787","Sobic.009G135500.v3.2","seed_wt","seed_plasma","OK",3.83941,1.62065,-1.24431,-1.71064,0.00295,0.00883672,"yes"
"29808","Sobic.009G137500.v3.2","seed_wt","seed_plasma","OK",11.629,3.86245,-1.59013,-2.18202,0.00105,0.00356415,"yes"
"29816","Sobic.009G138300.v3.2","seed_wt","seed_plasma","OK",19.9534,2.26907,-3.13646,-4.45143,5e-05,0.000226883,"yes"
"29840","Sobic.009G140900.v3.2","seed_wt","seed_plasma","OK",5.65683,2.07787,-1.44489,-1.36481,0.01915,0.0445292,"yes"
"29847","Sobic.009G141700.v3.2","seed_wt","seed_plasma","OK",3.45786,0.944691,-1.87197,-2.19988,0.0012,0.00400957,"yes"
"29862","Sobic.009G143200.v3.2","seed_wt","seed_plasma","OK",2.76194,1.36877,-1.0128,-1.30453,0.0264,0.0586225,"no"
"29872","Sobic.009G144200.v3.2","seed_wt","seed_plasma","OK",6.79015,2.77675,-1.29005,-1.79589,0.0031,0.00922889,"yes"
"29937","Sobic.009G150900.v3.2","seed_wt","seed_plasma","OK",8.59154,2.7607,-1.63788,-1.86902,0.0046,0.0130111,"yes"
"29957","Sobic.009G152600.v3.2","seed_wt","seed_plasma","OK",39.2478,13.9289,-1.49453,-2.53935,5e-05,0.000226883,"yes"
"29958","Sobic.009G152700.v3.2","seed_wt","seed_plasma","OK",37.0832,5.32394,-2.8002,-4.56333,5e-05,0.000226883,"yes"
"29970","Sobic.009G153700.v3.2","seed_wt","seed_plasma","OK",6.33783,1.58327,-2.00108,-2.48413,0.00015,0.000624855,"yes"
"29986","Sobic.009G155300.v3.2","seed_wt","seed_plasma","OK",6.903,1.04247,-2.72722,-2.81773,2e-04,0.000811791,"yes"
"29995","Sobic.009G156100.v3.2","seed_wt","seed_plasma","OK",17.4786,7.03151,-1.31368,-1.72362,0.0051,0.0142181,"yes"
"29999","Sobic.009G156500.v3.2","seed_wt","seed_plasma","OK",4.85406,1.49534,-1.69872,-1.9992,0.00185,0.00586672,"yes"
"30026","Sobic.009G158800.v3.2","seed_wt","seed_plasma","OK",1.91181,0.748404,-1.35305,-1.33945,0.0324,0.0697564,"no"
"30027","Sobic.009G158900.v3.2","seed_wt","seed_plasma","OK",4.9846,2.3939,-1.05812,-1.3565,0.0196,0.0454163,"yes"
"30048","Sobic.009G161100.v3.2","seed_wt","seed_plasma","OK",2.15215,0.64767,-1.73244,-1.33635,0.01855,0.0433248,"yes"
"30054","Sobic.009G161500.v3.2","seed_wt","seed_plasma","OK",14.2646,1.20784,-3.56195,-2.54186,0.0055,0.015176,"yes"
"30076","Sobic.009G163700.v3.2","seed_wt","seed_plasma","OK",1.37806,0.489866,-1.49218,-1.24032,0.04615,0.0940247,"no"
"30092","Sobic.009G165100.v3.2","seed_wt","seed_plasma","OK",6.40704,0,-Inf,NA,5e-05,0.000226883,"yes"
"30107","Sobic.009G166500.v3.2","seed_wt","seed_plasma","OK",277.569,118.701,-1.22551,-2.36179,0.00015,0.000624855,"yes"
"30109","Sobic.009G166650.v3.2","seed_wt","seed_plasma","OK",4.05593,1.7935,-1.17726,-1.24568,0.0311,0.0673575,"no"
"30110","Sobic.009G166700.v3.2","seed_wt","seed_plasma","OK",24.1303,10.2431,-1.2362,-1.8136,0.0023,0.00710551,"yes"
"30118","Sobic.009G167500.v3.2","seed_wt","seed_plasma","OK",51.7165,1.16979,-5.46631,-5.41613,5e-05,0.000226883,"yes"
"30172","Sobic.009G172500.v3.2","seed_wt","seed_plasma","OK",4.6413,1.18704,-1.96716,-2.16745,0.0012,0.00400957,"yes"
"30176","Sobic.009G172950.v3.2","seed_wt","seed_plasma","OK",8.61336,2.33929,-1.8805,-2.93685,5e-05,0.000226883,"yes"
"30183","Sobic.009G173700.v3.2","seed_wt","seed_plasma","OK",33.6614,6.69758,-2.32938,-2.19723,0.00165,0.00530911,"yes"
"30187","Sobic.009G174100.v3.2","seed_wt","seed_plasma","OK",2.69929,1.26659,-1.09163,-1.43589,0.017,0.0401808,"yes"
"30217","Sobic.009G176700.v3.2","seed_wt","seed_plasma","OK",13.6437,3.96306,-1.78354,-2.7141,5e-05,0.000226883,"yes"
"30279","Sobic.009G182300.v3.2","seed_wt","seed_plasma","OK",142.267,36.3434,-1.96883,-1.85531,0.00435,0.0123888,"yes"
